Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Stnd Description,Underhood ID,Veh Class,Smog Rating,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay
ACURA ILX,2.4,4,AutoMan-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,GHNXV02.4XH3,small car,6,25,36,29,7,Yes
ACURA RLX,3.5,6,AutoMan-7,4WD,Gasoline,FA,B3,Federal Tier 2 Bin 3,GHNXV03.5PK3,midsize car,7,28,32,30,7,Yes
ACURA RLX,3.5,6,AutoMan-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,GHNXV03.5PK3,midsize car,8,28,32,30,7,Yes
ACURA TLX,2.4,4,AMS-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,GHNXJ02.41A3,small car,6,24,35,28,7,Yes
AUDI A3 Cabriolet,1.8,4,AMS-6,2WD,Gasoline,FA,B2,Federal Tier 2 Bin 2,GVGAV02.0APA,small car,9,24,35,28,7,Yes
AUDI A3 Cabriolet,1.8,4,AMS-6,2WD,Gasoline,CA,PZEV,California PZEV,GVGAV02.0APA,small car,9,24,35,28,7,Yes
AUDI A6,2,4,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,GVGAV02.0AAC,midsize car,6,24,35,28,7,Yes
AUDI A6,2,4,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,GVGAV02.0AAC,midsize car,6,24,35,28,7,Yes
BLUECAR S.A.S. Bluecar,N/A,N/A,Man-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GBRGV00.0L8X,small car,10,84,67,76,10,Elite
BLUECAR S.A.S. Bluecar,N/A,N/A,Man-1,2WD,Electricity,CA,ZEV,California ZEV,GBRGV00.0L8X,small car,10,84,67,76,10,Elite
BMW 320i,2,4,Man-6,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,GBMXJ02.0N20,small car,6,23,36,28,7,Yes
BMW 320i,2,4,SemiAuto-8,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,GBMXJ02.0N20,small car,6,24,36,28,7,Yes
BMW 328d,2,4,SemiAuto-8,2WD,Diesel,CA,U2,California LEV-II ULEV,GBMXV02.0N47,small car,6,32,42,36,7,Yes
BMW 328d,2,4,SemiAuto-8,4WD,Diesel,CA,U2,California LEV-II ULEV,GBMXV02.0N47,small car,6,30,40,34,7,Yes
BMW 328d Sports Wagon,2,4,SemiAuto-8,4WD,Diesel,CA,U2,California LEV-II ULEV,GBMXV02.0N47,station wagon,6,30,40,34,7,Yes
BMW X5 xDrive40e,2,4,SemiAuto-8,4WD,Gasoline/Electricity,FA,B5,Federal Tier 2 Bin 5,GBMXT02.0H20,standard SUV,5,23/55,25/57,24/56,8,Yes
BMW X5 xDrive40e,2,4,SemiAuto-8,4WD,Gasoline/Electricity,CA,U2,California LEV-II ULEV,GBMXT02.0H20,standard SUV,6,23/55,25/57,24/56,8,Yes
BUICK Encore,1.4,4,SemiAuto-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,small SUV,6,25,33,28,7,Yes
BUICK Encore,1.4,4,SemiAuto-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,small SUV,6,25,33,28,7,Yes
CADILLAC ELR,1.4,4,CVT,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,GGMXV01.4088,small car,8,28/49,33/52,30/50,10,Yes
CADILLAC ELR,1.4,4,CVT,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,GGMXV01.4088,small car,8,31/87,33/83,32/85,10,Yes
CADILLAC ELR,1.4,4,CVT,2WD,Gasoline/Electricity,FA,T3B85,Federal Tier 3 Transitional Bin 85,GGMXV01.4088,small car,7,28/49,33/52,30/50,10,Yes
CADILLAC ELR,1.4,4,CVT,2WD,Gasoline/Electricity,FA,T3B85,Federal Tier 3 Transitional Bin 85,GGMXV01.4088,small car,7,31/87,33/83,32/85,10,Yes
CHEVROLET Cruze Limited,1.4,4,Man-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,midsize car,6,26,38,30,7,Yes
CHEVROLET Cruze Limited,1.4,4,Man-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,midsize car,6,26,38,30,7,Yes
CHEVROLET Cruze Limited,1.4,4,SemiAuto-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,midsize car,6,26,38,30,7,Yes
CHEVROLET Cruze Limited,1.4,4,SemiAuto-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,midsize car,6,26,38,30,7,Yes
CHEVROLET Cruze Limited,1.8,4,Man-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.8011,midsize car,6,25,36,29,7,Yes
CHEVROLET Cruze Limited,1.8,4,Man-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.8011,midsize car,6,25,36,29,7,Yes
CHEVROLET Cruze Limited,1.8,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,GGMXV01.8031,midsize car,8,25,36,29,7,Yes
CHEVROLET Cruze Limited,1.8,4,Man-6,2WD,Gasoline,FA,T3B85,Federal Tier 3 Transitional Bin 85,GGMXV01.8031,midsize car,7,25,36,29,7,Yes
CHEVROLET Cruze Limited Eco,1.4,4,Auto-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,midsize car,6,26,39,31,7,Yes
CHEVROLET Cruze Limited Eco,1.4,4,Auto-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,midsize car,6,26,39,31,7,Yes
CHEVROLET Cruze Limited Eco,1.4,4,Man-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,midsize car,6,28,42,33,8,Yes
CHEVROLET Cruze Limited Eco,1.4,4,Man-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,midsize car,6,28,42,33,8,Yes
CHEVROLET Sonic,1.4,4,Man-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,small car,6,29,40,33,8,Yes
CHEVROLET Sonic,1.4,4,Man-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,small car,6,29,40,33,8,Yes
CHEVROLET Sonic,1.4,4,SemiAuto-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,small car,6,27,37,31,7,Yes
CHEVROLET Sonic,1.4,4,SemiAuto-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,small car,6,27,37,31,7,Yes
CHEVROLET Sonic,1.8,4,Man-5,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.8021,small car,6,26,35,30,7,Yes
CHEVROLET Sonic,1.8,4,Man-5,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.8021,small car,6,26,35,30,7,Yes
CHEVROLET Sonic,1.8,4,Man-5,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,GGMXV01.8031,small car,8,26,35,30,7,Yes
CHEVROLET Sonic,1.8,4,Man-5,2WD,Gasoline,FA,T3B85,Federal Tier 3 Transitional Bin 85,GGMXV01.8031,small car,7,26,35,30,7,Yes
CHEVROLET Sonic,1.8,4,SemiAuto-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.8021,small car,6,24,35,28,7,Yes
CHEVROLET Sonic,1.8,4,SemiAuto-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.8021,small car,6,24,35,28,7,Yes
CHEVROLET Sonic,1.8,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,GGMXV01.8031,small car,8,24,35,28,7,Yes
CHEVROLET Sonic,1.8,4,SemiAuto-6,2WD,Gasoline,FA,T3B85,Federal Tier 3 Transitional Bin 85,GGMXV01.8031,small car,7,24,35,28,7,Yes
CHEVROLET Sonic 5,1.4,4,Man-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,station wagon,6,29,40,33,8,Yes
CHEVROLET Sonic 5,1.4,4,Man-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,station wagon,6,29,40,33,8,Yes
CHEVROLET Sonic 5,1.4,4,SemiAuto-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,station wagon,6,27,37,31,7,Yes
CHEVROLET Sonic 5,1.4,4,SemiAuto-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,station wagon,6,27,37,31,7,Yes
CHEVROLET Sonic 5,1.8,4,Man-5,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.8021,station wagon,6,26,35,30,7,Yes
CHEVROLET Sonic 5,1.8,4,Man-5,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.8021,station wagon,6,26,35,30,7,Yes
CHEVROLET Sonic 5,1.8,4,Man-5,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,GGMXV01.8031,station wagon,8,26,35,30,7,Yes
CHEVROLET Sonic 5,1.8,4,Man-5,2WD,Gasoline,FA,T3B85,Federal Tier 3 Transitional Bin 85,GGMXV01.8031,station wagon,7,26,35,30,7,Yes
CHEVROLET Sonic 5,1.8,4,SemiAuto-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.8021,station wagon,6,24,35,28,7,Yes
CHEVROLET Sonic 5,1.8,4,SemiAuto-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.8021,station wagon,6,24,35,28,7,Yes
CHEVROLET Sonic 5,1.8,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,GGMXV01.8031,station wagon,8,24,35,28,7,Yes
CHEVROLET Sonic 5,1.8,4,SemiAuto-6,2WD,Gasoline,FA,T3B85,Federal Tier 3 Transitional Bin 85,GGMXV01.8031,station wagon,7,24,35,28,7,Yes
CHEVROLET Sonic 5 RS,1.4,4,Man-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,midsize car,6,27,34,30,7,Yes
CHEVROLET Sonic 5 RS,1.4,4,Man-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,midsize car,6,27,34,30,7,Yes
CHEVROLET Sonic 5 RS,1.4,4,SemiAuto-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,midsize car,6,25,33,28,7,Yes
CHEVROLET Sonic 5 RS,1.4,4,SemiAuto-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,midsize car,6,25,33,28,7,Yes
CHEVROLET Sonic RS,1.4,4,Man-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,small car,6,27,34,30,7,Yes
CHEVROLET Sonic RS,1.4,4,Man-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,small car,6,27,34,30,7,Yes
CHEVROLET Sonic RS,1.4,4,SemiAuto-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,small car,6,25,33,28,7,Yes
CHEVROLET Sonic RS,1.4,4,SemiAuto-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,small car,6,25,33,28,7,Yes
CHEVROLET Spark,1.4,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,GGMXV01.4050,small car,7,31,41,35,8,Yes
CHEVROLET Spark,1.4,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,GGMXV01.4050,small car,7,31,41,35,8,Yes
CHEVROLET Spark,1.4,4,Man-5,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,GGMXV01.4050,small car,7,30,41,34,8,Yes
CHEVROLET Spark,1.4,4,Man-5,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,GGMXV01.4050,small car,7,30,41,34,8,Yes
CHEVROLET Spark EV,N/A,N/A,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GGMXV00.0001,small car,10,128,109,119,10,Elite
CHEVROLET Spark EV,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,GGMXV00.0001,small car,10,128,109,119,10,Elite
CHEVROLET Trax,1.4,4,SemiAuto-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,small SUV,6,26,34,29,7,Yes
CHEVROLET Trax,1.4,4,SemiAuto-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GGMXV01.4099,small SUV,6,26,34,29,7,Yes
CHEVROLET Volt,1.5,4,CVT,2WD,Gasoline/Electricity,FA,B5,Federal Tier 2 Bin 5,GGMXV01.5020,small car,5,43/113,42/99,42/106,10,Yes
CHEVROLET Volt,1.5,4,CVT,2WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,GGMXV01.5020,small car,6,43/113,42/99,42/106,10,Yes
CHEVROLET Volt,1.5,4,CVT,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,GGMXV01.5030,small car,8,43/113,42/99,42/106,10,Yes
CHEVROLET Volt,1.5,4,CVT,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,GGMXV01.5030,small car,8,43/113,42/99,42/106,10,Yes
CHRYSLER 200,2.4,4,Auto-9,2WD,Ethanol/Gas,CA,B4,Federal Tier 2 Bin 4,GCRXJ02.45PA,midsize car,6,17/23,28/36,21/28,7,Yes
CHRYSLER 200,2.4,4,Auto-9,2WD,Ethanol/Gas,FA,B4,Federal Tier 2 Bin 4,GCRXJ02.45PA,midsize car,6,17/23,28/36,21/28,7,Yes
CHRYSLER 200,2.4,4,Auto-9,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,GCRXJ02.4CP0,midsize car,9,23,36,28,7,Yes
DODGE Dart,1.4,4,AutoMan-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,GCRXJ01.45P0,midsize car,6,27,37,31,7,Yes
DODGE Dart,2,4,Man-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GCRXV02.45P3,midsize car,6,25,36,29,7,Yes
DODGE Dart,2,4,Man-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GCRXV02.45P3,midsize car,6,25,36,29,7,Yes
DODGE Dart Aero,1.4,4,AutoMan-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GCRXJ01.45P0,midsize car,5,28,40,32,8,Yes
DODGE Dart Aero,1.4,4,AutoMan-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,GCRXJ01.45P0,midsize car,6,28,40,32,8,Yes
DODGE Dart Aero,1.4,4,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GCRXJ01.45P0,midsize car,5,28,41,32,8,Yes
DODGE Dart Aero,1.4,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,GCRXJ01.45P0,midsize car,6,28,41,32,8,Yes
FIAT 500,1.4,4,Auto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,GCRXV01.45P1,small car,6,27,34,30,7,Yes
FIAT 500,1.4,4,Man-5,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,GCRXJ01.45P0,small car,6,28,34,30,7,Yes
FIAT 500,1.4,4,Man-5,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GCRXV01.45P1,small car,5,31,40,34,8,Yes
FIAT 500,1.4,4,Man-5,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,GCRXV01.45P1,small car,6,31,40,34,8,Yes
FIAT 500 Abarth,1.4,4,Man-5,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,GCRXJ01.45P0,small car,6,28,34,30,7,Yes
FIAT 500L,1.4,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,GCRXJ01.45P0,station wagon,6,25,33,28,7,Yes
FIAT 500X,1.4,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,GCRXJ01.45P0,small SUV,6,25,34,28,7,Yes
FORD C-MAX Energi Plug-In Hybrid,2,4,CVT,2WD,Gasoline/Electricity,FA,B3,Federal Tier 2 Bin 3,GFMXV02.0VZP,midsize car,7,40/95,36/81,38/88,10,Yes
FORD C-MAX Energi Plug-In Hybrid,2,4,CVT,2WD,Gasoline/Electricity,CA,PZEV,California PZEV,GFMXV02.0VZP,midsize car,9,40/95,36/81,38/88,10,Elite
FORD C-MAX Hybrid,2,4,CVT,2WD,Gasoline,CA,B3,Federal Tier 2 Bin 3,GFMXV02.0VZN,large car,7,42,37,40,9,Yes
FORD C-MAX Hybrid,2,4,CVT,2WD,Gasoline,FA,B3,Federal Tier 2 Bin 3,GFMXV02.0VZN,large car,7,42,37,40,9,Yes
FORD C-MAX Hybrid,2,4,CVT,2WD,Gasoline,FA,B3,Federal Tier 2 Bin 3,GFMXV02.0VZS,large car,7,42,37,40,9,Yes
FORD C-MAX Hybrid,2,4,CVT,2WD,Gasoline,CA,PZEV,California PZEV,GFMXV02.0VZS,large car,9,42,37,40,9,Yes
FORD Fiesta,1.6,4,AMS-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GFMXV01.6VDC,small car,6,27,37,31,7,Yes
FORD Fiesta,1.6,4,AMS-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GFMXV01.6VDC,small car,6,27,37,31,7,Yes
FORD Fiesta,1.6,4,Man-5,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GFMXV01.6VDC,small car,6,28,36,31,7,Yes
FORD Fiesta,1.6,4,Man-5,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GFMXV01.6VDC,small car,6,28,36,31,7,Yes
FORD Fiesta SFE,1,3,Man-5,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GFMXV01.0VD1,small car,6,31,43,36,8,Yes
FORD Fiesta SFE,1,3,Man-5,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GFMXV01.0VD1,small car,6,31,43,36,8,Yes
FORD Fiesta ST,1.6,4,Man-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GFMXV01.6VDD,small car,6,26,33,29,7,Yes
FORD Fiesta ST,1.6,4,Man-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GFMXV01.6VDD,small car,6,26,33,29,7,Yes
FORD Focus,1,3,Man-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GFMXV01.0VD4,small car,6,30,42,35,8,Yes
FORD Focus,1,3,Man-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GFMXV01.0VD4,small car,6,30,42,35,8,Yes
FORD Focus,1,3,SemiAuto-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GFMXV01.0VD4,small car,6,28,40,32,8,Yes
FORD Focus,1,3,SemiAuto-6,2WD,Gasoline,FA,B4,Federal Tier 2 Bin 4,GFMXV01.0VD4,small car,6,28,40,32,8,Yes
FORD Focus,2,4,AMS-6,2WD,Gasoline,FA,B3,Federal Tier 2 Bin 3,GFMXV02.0VZ2,small car,7,26,38,30,7,Yes
FORD Focus,2,4,AMS-6,2WD,Gasoline,CA,PZEV,California PZEV,GFMXV02.0VZ2,small car,9,26,38,30,7,Yes
FORD Focus,2,4,AutoMan-6,2WD,Gasoline,FA,B3,Federal Tier 2 Bin 3,GFMXV02.0VZ2,small car,7,27,40,31,7,Yes
FORD Focus,2,4,AutoMan-6,2WD,Gasoline,CA,PZEV,California PZEV,GFMXV02.0VZ2,small car,9,27,40,31,7,Yes
FORD Focus,2,4,Man-5,2WD,Gasoline,FA,B3,Federal Tier 2 Bin 3,GFMXV02.0VZ2,small car,7,26,36,30,7,Yes
FORD Focus,2,4,Man-5,2WD,Gasoline,CA,PZEV,California PZEV,GFMXV02.0VZ2,small car,9,26,36,30,7,Yes
FORD Focus Electric,N/A,N/A,Auto-1,2WD,Electricity,FA,B1,Federal Tier 2 Bin 1,GFMXV00.0VAE,small car,10,110,99,105,10,Elite
FORD Focus Electric,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,GFMXV00.0VAE,small car,10,110,99,105,10,Elite
FORD Focus FFV,2,4,AMS-6,2WD,Ethanol/Gas,CA,B4,Federal Tier 2 Bin 4,GFMXV02.0VD2,small car,6,19/26,28/38,22/30,7,Yes
FORD Focus FFV,2,4,AMS-6,2WD,Ethanol/Gas,FA,B4,Federal Tier 2 Bin 4,GFMXV02.0VD2,small car,6,19/26,28/38,22/30,7,Yes
FORD Focus FFV,2,4,AutoMan-6,2WD,Ethanol/Gas,CA,B4,Federal Tier 2 Bin 4,GFMXV02.0VD2,small car,6,20/27,29/40,23/31,7,Yes
FORD Focus FFV,2,4,AutoMan-6,2WD,Ethanol/Gas,FA,B4,Federal Tier 2 Bin 4,GFMXV02.0VD2,small car,6,20/27,29/40,23/31,7,Yes
FORD Focus FFV,2,4,Man-5,2WD,Ethanol/Gas,CA,B4,Federal Tier 2 Bin 4,GFMXV02.0VD2,small car,6,19/26,27/36,22/30,7,Yes
FORD Focus FFV,2,4,Man-5,2WD,Ethanol/Gas,FA,B4,Federal Tier 2 Bin 4,GFMXV02.0VD2,small car,6,19/26,27/36,22/30,7,Yes
FORD Fusion,1.5,4,SemiAuto-6,2WD,Gasoline,FA,B3,Federal Tier 2 Bin 3,GFMXV01.5VZ1,midsize car,7,24,36,28,7,Yes
FORD Fusion,1.5,4,SemiAuto-6,2WD,Gasoline,FA,B3,Federal Tier 2 Bin 3,GFMXV01.5VZ1,midsize car,7,25,37,29,7,Yes
FORD Fusion,1.5,4,SemiAuto-6,2WD,Gasoline,CA,PZEV,California PZEV,GFMXV01.5VZ1,midsize car,9,24,36,28,7,Yes
FORD Fusion,1.5,4,SemiAuto-6,2WD,Gasoline,CA,PZEV,California PZEV,GFMXV01.5VZ1,midsize car,9,25,37,29,7,Yes
FORD Fusion Energi Plug-in Hybrid,2,4,CVT,2WD,Gasoline/Electricity,FA,B3,Federal Tier 2 Bin 3,GFMXV02.0VZP,midsize car,7,40/95,36/81,38/88,10,Yes
FORD Fusion Energi Plug-in Hybrid,2,4,CVT,2WD,Gasoline/Electricity,CA,PZEV,California PZEV,GFMXV02.0VZP,midsize car,9,40/95,36/81,38/88,10,Elite
FORD Fusion Hybrid,2,4,CVT,2WD,Gasoline,CA,B3,Federal Tier 2 Bin 3,GFMXV02.0VZN,midsize car,7,44,41,42,9,Yes
FORD Fusion Hybrid,2,4,CVT,2WD,Gasoline,FA,B3,Federal Tier 2 Bin 3,GFMXV02.0VZN,midsize car,7,44,41,42,9,Yes
FORD Fusion Hybrid,2,4,CVT,2WD,Gasoline,FA,B3,Federal Tier 2 Bin 3,GFMXV02.0VZS,midsize car,7,44,41,42,9,Yes
FORD Fusion Hybrid,2,4,CVT,2WD,Gasoline,CA,PZEV,California PZEV,GFMXV02.0VZS,midsize car,9,44,41,42,9,Yes
HONDA Accord,2.4,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,GHNXV02.44K3,midsize car,8,27,37,31,7,Yes
HONDA Accord,2.4,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,GHNXV02.44K3,midsize car,8,27,37,31,7,Yes
HONDA Accord,2.4,4,CVT,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,GHNXV02.45K3,midsize car,9,27,37,31,7,Yes
HONDA Accord,2.4,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,GHNXV02.45K3,midsize car,8,27,37,31,7,Yes
HONDA Accord,2.4,4,SCV-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,GHNXV02.44K3,midsize car,8,26,35,30,7,Yes
HONDA Accord,2.4,4,SCV-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,GHNXV02.44K3,midsize car,8,26,35,30,7,Yes
HONDA Accord,2.4,4,SCV-7,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,GHNXV02.45K3,midsize car,9,26,35,30,7,Yes
HONDA Accord,2.4,4,SCV-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,GHNXV02.45K3,midsize car,8,26,35,30,7,Yes
HONDA CR-V,2.4,4,CVT,2WD,Gasoline,CA,U2,California LEV-II ULEV,GHNXJ02.41A3,small SUV,6,26,33,29,7,Yes
HONDA Civic,1.5,4,CVT,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,GHNXV01.53H2,midsize car,6,31,42,35,8,Yes
HONDA Civic,1.5,4,CVT,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,GHNXV01.53H2,midsize car,6,31,42,35,8,Yes
HONDA Civic,1.5,4,CVT,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,GHNXV01.56K2,midsize car,9,31,42,35,8,Yes
HONDA Civic,1.5,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,GHNXV01.56K2,midsize car,8,31,42,35,8,Yes
HONDA Civic,2,4,CVT,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,GHNXV02.0BK3,midsize car,9,31,41,35,8,Yes
HONDA Civic,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,GHNXV02.0BK3,midsize car,8,31,41,35,8,Yes
HONDA Civic,2,4,CVT,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,GHNXV02.0CH3,midsize car,6,31,41,35,8,Yes
HONDA Civic,2,4,CVT,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,GHNXV02.0CH3,midsize car,6,31,41,35,8,Yes
HONDA Civic,2,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,GHNXV02.0CH3,midsize car,6,27,40,31,7,Yes
HONDA Civic,2,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,GHNXV02.0CH3,midsize car,6,27,40,31,7,Yes
HONDA Fit,1.5,4,CVT,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GHNXV01.5TH2,station wagon,5,33,41,36,8,Yes
HONDA Fit,1.5,4,CVT,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,GHNXV01.5TH2,station wagon,6,33,41,36,8,Yes
HONDA Fit,1.5,4,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GHNXV01.5TH2,station wagon,5,29,37,32,8,Yes
HONDA Fit,1.5,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,GHNXV01.5TH2,station wagon,6,29,37,32,8,Yes
HONDA Fit,1.5,4,SCV-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GHNXV01.5TH2,station wagon,5,32,38,35,8,Yes
HONDA Fit,1.5,4,SCV-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,GHNXV01.5TH2,station wagon,6,32,38,35,8,Yes
HONDA HR-V,1.8,4,CVT,2WD,Gasoline,CA,U2,California LEV-II ULEV,GHNXV01.8JA3,small SUV,6,28,35,31,7,Yes
